food_log_20140101
Daily Totals
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140130
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140131
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140201
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140202
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140203
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140204
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140205
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140206
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140207
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140208
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140209
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140210
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140211
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140212
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140213
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140214
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140215
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140216
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140217
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140218
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140219
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140220
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140221
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140222
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140223
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140224
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140225
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140226
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140227
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140228
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140301
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140302
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140303
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140304
Daily Totals
"","Calories","0"
"","Fat","0 g"
"","Fiber","0 g"
"","Carbs","0 g"
"","Sodium","0 mg"
"","Protein","0 g"
"","Water","0 ml"

food_log_20140305
Meal,Food,Calories
"Anytime"
"","Cheesecake","468"
"","Tea, Brewed, Prepared (black Tea)","0"
"Breakfast"
"","Dried Fruit & Nuts","272"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Morning Snack"
"","Apple","80"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"Lunch"
"","Nonfat Plain Yogurt","115"
"","Cheesecake","468"
"Afternoon Snack"
"","Better Wheat Buns","140"
"","Guacamole","84"
"","Cheddar Cheese, Sharp, Slice","90"
"","Radish, Raw","0"
"","Cheese, Camembert","303"
"Dinner"
"","Lentil, Boiled W/salt","57"
"","Carrot","30"
"","Fennel","18"
"","Parsley, Raw","15"
"","Zucchini","230"
"Daily Totals"
"","Calories","2,516"
"","Fat","123 g"
"","Fiber","30 g"
"","Carbs","284 g"
"","Sodium","2,997 mg"
"","Protein","85 g"
"","Water","473.2 ml"

food_log_20140306
Meal,Food,Calories
"Anytime"
"","Tea, Brewed, Prepared (black Tea)","0"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Cold Cereal, 7 Whole Grain Honey Puffs","200"
"","Dried Fruit & Nuts","102"
"Morning Snack"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"Lunch"
"","Apple","80"
"","Nonfat Plain Yogurt","115"
"Afternoon Snack"
"","Chocolate Wafer Cookie","25"
"","Ham, Egg & Cheese Sandwich","694"
"","Mcflurry Dessert W/oreo","560"
"Dinner"
"","Spaghetti Sauce","228"
"","Spaghetti Pasta, Cooked W/salt","469"
"Daily Totals"
"","Calories","2,619"
"","Fat","66 g"
"","Fiber","24 g"
"","Carbs","405 g"
"","Sodium","3,942 mg"
"","Protein","102 g"
"","Water","709.8 ml"

food_log_20140307
Meal,Food,Calories
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","45"
"","Dried Fruit & Nuts","102"
"","Cold Cereal, 7 Whole Grain Honey Puffs","200"
"Lunch"
"","Apple Juice, Natural","92"
"","Pork Shoulder, Whole, Roasted, Slf","584"
"","Kluski Egg Noodles","786"
"Dinner"
"","Pancake, Blueberry, Pfr","504"
"","Apple","80"
"Daily Totals"
"","Calories","2,393"
"","Fat","82 g"
"","Fiber","14 g"
"","Carbs","316 g"
"","Sodium","1,242 mg"
"","Protein","100 g"
"","Water","946.4 ml"

food_log_20140308
Meal,Food,Calories
"Anytime"
"","Chips, Potato Chips","609"
"Breakfast"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Sausage, Beef","318"
"","Camembert Cheese","225"
"","Bread, 100% Whole Grain","210"
"Morning Snack"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Raffaello","93"
"","Chocolate Roll","520"
"Dinner"
"","Pancake, Blueberry, Pfr","420"
"Daily Totals"
"","Calories","2,428"
"","Fat","78 g"
"","Fiber","15 g"
"","Carbs","224 g"
"","Sodium","3,748 mg"
"","Protein","181 g"
"","Water","473.2 ml"

food_log_20140309
Meal,Food,Calories
"Anytime"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Cold Cereal, 7 Whole Grain Honey Puffs","320"
"","Cereal, Corn Flakes","176"
"Lunch"
"","Baked Stuffed Potato - Medium","700"
"Dinner"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","102"
"","Cereal, Corn Flakes","176"
"Daily Totals"
"","Calories","1,733"
"","Fat","51 g"
"","Fiber","15 g"
"","Carbs","263 g"
"","Sodium","2,999 mg"
"","Protein","53 g"
"","Water","473.2 ml"

food_log_20140310
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Raffaello","31"
"","Chips, Potato Chips","813"
"","Candy Bar, 2 To Go, Original","230"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Cereal, Corn Flakes","176"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","102"
"Lunch"
"","Ham, Egg & Cheese Sandwich","694"
"Dinner"
"","Sweet & Sour Chicken with Rice","154"
"Daily Totals"
"","Calories","2,459"
"","Fat","64 g"
"","Fiber","18 g"
"","Carbs","385 g"
"","Sodium","4,511 mg"
"","Protein","103 g"
"","Water","709.8 ml"

food_log_20140311
Meal,Food,Calories
"Anytime"
"","Chips, Potato Chips","406"
"Breakfast"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Cereal, Corn Flakes","176"
"","Cold Cereal, 7 Whole Grain Honey Puffs","120"
"Lunch"
"","Nonfat Plain Yogurt","115"
"","Camembert Cheese","75"
"","Ham, Egg & Cheese Sandwich","347"
"Dinner"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Daily Totals"
"","Calories","1,702"
"","Fat","40 g"
"","Fiber","14 g"
"","Carbs","274 g"
"","Sodium","2,731 mg"
"","Protein","71 g"
"","Water","1,146.4 ml"

food_log_20140312
Meal,Food,Calories
"Anytime"
"","Milk Yoghurt Flavoured Beverage - Strawberry","62"
"Breakfast"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Nonfat Plain Yogurt","115"
"","Ham, Egg & Cheese Sandwich","347"
"Morning Snack"
"","Candy Bar, 2 To Go, Original","460"
"Lunch"
"","Fried Rice With Pork","1,360"
"","Pea Soup, Low Salt","165"
"Dinner"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Cold Cereal, 7 Whole Grain Honey Puffs","200"
"Daily Totals"
"","Calories","2,968"
"","Fat","103 g"
"","Fiber","11 g"
"","Carbs","384 g"
"","Sodium","1,593 mg"
"","Protein","160 g"
"","Water","916.8 ml"

food_log_20140313
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Cereal, Corn Flakes","176"
"Breakfast"
"","Cereal, Corn Flakes","176"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"Lunch"
"","Ham, Egg & Cheese Sandwich","347"
"Dinner"
"","Farmer Cheese","458"
"","Bacon and Egg Sandwich","596"
"Daily Totals"
"","Calories","2,127"
"","Fat","81 g"
"","Fiber","6 g"
"","Carbs","215 g"
"","Sodium","4,466 mg"
"","Protein","122 g"
"","Water","709.8 ml"

food_log_20140314
Meal,Food,Calories
"Anytime"
"","Candy Bar, 2 To Go, Original","230"
"","Banana","108"
"","Ice Cream, Chocolate","140"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Cereal, Corn Flakes","176"
"Morning Snack"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Nonfat Plain Yogurt","115"
"Lunch"
"","Carrot","58"
"","Chop Steak & Mashed Potatoes","605"
"Daily Totals"
"","Calories","1,578"
"","Fat","65 g"
"","Fiber","12 g"
"","Carbs","192 g"
"","Sodium","854 mg"
"","Protein","50 g"
"","Water","709.8 ml"

food_log_20140315
Meal,Food,Calories
"Anytime"
"","Candy Bar, 2 To Go, Original","460"
"","Kefir, Slim 6, Plain","110"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Coffee, Brewed, Prepared","0"
"Lunch"
"","Portobello and Goat Cheese Sandwich","825"
"","Double Subway Club Sub","420"
"","Italian-Style Wedding Soup with Meatballs, Microwaveable Bowl, Rts","120"
"","Coca Cola, large","743"
"Daily Totals"
"","Calories","2,995"
"","Fat","76 g"
"","Fiber","23 g"
"","Carbs","485 g"
"","Sodium","5,613 mg"
"","Protein","146 g"
"","Water","236.6 ml"

food_log_20140316
Meal,Food,Calories
"Anytime"
"","Tall - Caffe Latte  - 2% Milk","150"
"","Candy Bar, 2 To Go, Original","230"
"","Sub Sandwich, Tuna Salad","342"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Lunch"
"","Duck, Meat & Skin, Roasted","583"
"","Rice","206"
"","Salad, Green, In Mayonnaise","268"
"Dinner"
"","Natural Sausages, Bratwurst","140"
"","Hot & Crusty, Thin Sliced French Bread","150"
"Daily Totals"
"","Calories","2,386"
"","Fat","124 g"
"","Fiber","10 g"
"","Carbs","225 g"
"","Sodium","3,106 mg"
"","Protein","119 g"
"","Water","473.2 ml"

food_log_20140317
Meal,Food,Calories
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"Lunch"
"","Pizza, Deluxe","680"
"Afternoon Snack"
"","Sandwich, Ham & Mayonnaise","512"
"Dinner"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Daily Totals"
"","Calories","1,859"
"","Fat","77 g"
"","Fiber","24 g"
"","Carbs","239 g"
"","Sodium","2,941 mg"
"","Protein","68 g"
"","Water","946.4 ml"

food_log_20140318
Meal,Food,Calories
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Apple","80"
"","Apple Pie","528"
"Lunch"
"","Duck, Meat & Skin, Roasted","875"
"","Salad, Green, In Mayonnaise","268"
"","Rice","206"
"Afternoon Snack"
"","Sandwich, Ham & Mayonnaise","512"
"Daily Totals"
"","Calories","2,819"
"","Fat","166 g"
"","Fiber","22 g"
"","Carbs","249 g"
"","Sodium","2,409 mg"
"","Protein","87 g"
"","Water","473.2 ml"

food_log_20140319
Meal,Food,Calories
"Anytime"
"","Dark Chocolate Bar","95"
"Breakfast"
"","Natural Sausages, Bratwurst","252"
"","Bread, 100% Whole Grain","420"
"","Lemon Black Tea","80"
"Morning Snack"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Apple","80"
"Lunch"
"","Crispy Roasted Potatoes with Garlic & Rosemary","380"
"","Borscht W/shredded Beets","135"
"Dinner"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","408"
"Daily Totals"
"","Calories","1,996"
"","Fat","56 g"
"","Fiber","37 g"
"","Carbs","330 g"
"","Sodium","3,997 mg"
"","Protein","316 g"
"","Water","709.8 ml"

food_log_20140320
Meal,Food,Calories
"Anytime"
"","Candy Bar, 2 To Go, Original","460"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"","Orange","53"
"","Kiwi Fruit, Raw","90"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","408"
"Morning Snack"
"","Sugar","33"
"","Coffee, Brewed, Prepared","0"
"Lunch"
"","Sandwich, Ham & Mayonnaise","307"
"","Nonfat Plain Yogurt","115"
"Dinner"
"","Beef Stew","230"
"","Barley Groats, Raw","319"
"Daily Totals"
"","Calories","2,161"
"","Fat","62 g"
"","Fiber","34 g"
"","Carbs","351 g"
"","Sodium","2,104 mg"
"","Protein","106 g"
"","Water","946.4 ml"

food_log_20140321
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Apple","80"
"","Dark Chocolate Bar","95"
"","Grande - Apple Juice  - 2% Milk","250"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","272"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"","Banana","90"
"","Chips","243"
"Dinner"
"","Beef Stew","230"
"","Barley Groats, Raw","319"
"Daily Totals"
"","Calories","1,840"
"","Fat","41 g"
"","Fiber","32 g"
"","Carbs","328 g"
"","Sodium","1,664 mg"
"","Protein","53 g"
"","Water","709.8 ml"

food_log_20140322
Meal,Food,Calories
"Anytime"
"","Shake, Vanilla","420"
"","Dark Chocolate Bar","95"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Orange","53"
"Breakfast"
"","Egg","170"
"","Bread, 100% Whole Grain","350"
"","Tea, Brewed, Prepared (black Tea)","0"
"Lunch"
"","Lasagne","236"
"Daily Totals"
"","Calories","1,357"
"","Fat","46 g"
"","Fiber","15 g"
"","Carbs","185 g"
"","Sodium","2,070 mg"
"","Protein","260 g"
"","Water","236.6 ml"

food_log_20140323
Meal,Food,Calories
"Anytime"
"","Dark Chocolate Bar","95"
"","Apple","80"
"","Orange","53"
"Breakfast"
"","Bread, 100% Whole Grain","350"
"","Tea, Brewed, Prepared (black Tea)","0"
"","Sugar","33"
"","Sausage, Beef","254"
"","1 Egg Scrambled","110"
"Lunch"
"","Pancakes with sausage","820"
"","Borscht W/shredded Beets","90"
"Dinner"
"","Pancake, Blueberry, Pfr","168"
"Daily Totals"
"","Calories","2,053"
"","Fat","82 g"
"","Fiber","26 g"
"","Carbs","269 g"
"","Sodium","5,037 mg"
"","Protein","275 g"
"","Water","473.2 ml"

food_log_20140324
Meal,Food,Calories
"Anytime"
"","Candy Bar, 2 To Go, Original","460"
"","Orange","53"
"","Grapes","33"
"","Chocolate, Milk W/nuts","1,134"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"Lunch"
"","Sandwich, Ham & Mayonnaise","307"
"","Pancake, Blueberry, Pfr","252"
"Dinner"
"","Bread, 100% Whole Grain","140"
"","Borscht W/shredded Beets","90"
"Daily Totals"
"","Calories","2,901"
"","Fat","132 g"
"","Fiber","20 g"
"","Carbs","372 g"
"","Sodium","2,517 mg"
"","Protein","191 g"
"","Water","573.2 ml"

food_log_20140325
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Grapes","33"
"","Raspberry Yogurt","160"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"","Sugar","33"
"Lunch"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Daily Totals"
"","Calories","1,008"
"","Fat","15 g"
"","Fiber","9 g"
"","Carbs","191 g"
"","Sodium","796 mg"
"","Protein","47 g"
"","Water","236.6 ml"

food_log_20140326
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Nonfat Plain Yogurt","115"
"","Chocolate Wafer Cookie","25"
"Lunch"
"","Sandwich, Ham & Mayonnaise","384"
"Dinner"
"","Chicken & Dumplings, Canned","546"
"","Hearty Cabbage Soup (Low Fat) - Large","150"
"Daily Totals"
"","Calories","1,887"
"","Fat","63 g"
"","Fiber","20 g"
"","Carbs","262 g"
"","Sodium","4,827 mg"
"","Protein","84 g"
"","Water","709.8 ml"

food_log_20140327
Meal,Food,Calories
"Anytime"
"","Coffee, Brewed, Prepared","0"
"","Sugar","33"
"","Cookie","28"
"Breakfast"
"","Milk, Cow's, Partly Skimmed, 1.5% Bf","113"
"","Dried Fruit & Nuts","204"
"Morning Snack"
"","Pancake, Blueberry, Pfr","168"
"Lunch"
"","Coca Cola (coke)","105"
"","Tortilla, Chipotle Chili & Peppers","440"
